Number of Observations (RoI = 20cm)
97,93,91,86,81,74,71,63,62,56,49,45,41,38,30,26,16,14,7,5,4,3
94,93,89,83,76,74,69,64,57,54,48,44,41,36,29,25,17,13,8,5,4,3
94,89,83,81,76,71,65,60,57,49,47,44,38,33,25,22,17,13,8,5,4,3
87,85,81,78,76,66,62,58,53,50,46,40,35,27,25,19,17,12,7,5,4,2
86,84,77,76,69,66,61,53,52,47,41,35,31,27,24,19,15,11,7,6,3,1
84,78,74,69,65,64,55,51,48,43,36,32,30,26,20,16,13,9,6,4,2,1
76,69,66,61,60,55,51,47,42,36,33,32,28,23,18,15,13,7,4,3,2,0
66,63,58,53,51,46,45,41,33,32,31,29,24,20,15,11,11,7,4,3,2,0
61,56,52,48,45,41,38,33,32,29,28,26,19,16,13,11,9,5,4,3,1,0
51,49,45,43,40,37,35,32,29,28,25,21,16,15,11,10,9,5,3,2,0,0
47,45,43,41,35,35,33,30,27,24,21,20,15,13,10,9,7,5,2,2,0,0
45,43,40,36,35,32,29,26,24,21,20,16,15,12,9,7,6,2,2,1,0,0
40,37,35,32,29,29,25,23,20,18,17,16,12,10,8,6,4,2,2,0,0,0
35,35,33,32,26,23,21,20,18,18,16,13,11,8,6,5,3,2,2,0,0,0
27,27,27,26,22,19,19,19,18,14,12,11,7,6,5,3,3,2,0,0,0,0
27,25,25,23,19,18,16,16,13,12,10,8,7,5,3,3,2,1,0,0,0,0
23,22,21,20,16,16,13,12,11,9,9,7,4,4,3,3,1,0,0,0,0,0
20,20,18,16,14,12,11,10,9,9,8,5,4,3,3,1,0,0,0,0,0,0
18,16,15,14,12,11,11,10,7,6,6,3,3,3,1,0,0,0,0,0,0,0
15,14,13,13,11,10,7,6,6,6,3,3,2,2,0,0,0,0,0,0,0,0
12,11,12,11,10,7,6,6,5,2,2,2,1,0,0,0,0,0,0,0,0,0
11,11,10,9,7,4,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0
9,8,7,6,5,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,7,6,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
